Timestamp,Owner,Repo,Title,Link,Bounty Amount,Bounty Currency,Primary Language,Secondary Language,Label1,Label2,...
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Make ErgoScript version of Merklized abstract syntax tree / finite state machine example tests,https://github.com/ergoplatform/sigmastate-interpreter/issues/1053,200,ERG,Scala,JavaScript,A-tests,A-frontend,Bounty - 200 ERG
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Finish executeFromSelfReg implementation,https://github.com/ergoplatform/sigmastate-interpreter/issues/1039,500,SigUSD,Scala,JavaScript,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,debug function,https://github.com/ergoplatform/sigmastate-interpreter/issues/1035,500,SigUSD,Scala,JavaScript,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Finish Bulletproofs range check example,https://github.com/ergoplatform/sigmastate-interpreter/issues/1032,200,ERG,Scala,JavaScript,Bounty - 200 ERG
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Add Numeric.toBits method,https://github.com/ergoplatform/sigmastate-interpreter/issues/992,200,ERG,Scala,JavaScript,soft-fork,A-consensus,C-feature,Bounty - 200 ERG
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Consider using secp256k1-jni from Bitcoin-s,https://github.com/ergoplatform/sigmastate-interpreter/issues/970,500,SigUSD,Scala,JavaScript,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter, Update flatMap documentation and remove unused code towards post-JIT semantics,https://github.com/ergoplatform/sigmastate-interpreter/issues/955,100,SigUSD,Scala,JavaScript,Bounty - 100 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Add cross-compilation to Scala3,https://github.com/ergoplatform/sigmastate-interpreter/issues/947,500,SigUSD,Scala,JavaScript,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implement SBoolean.toByte,https://github.com/ergoplatform/sigmastate-interpreter/issues/931,500,SigUSD,Scala,JavaScript,help wanted,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Inferred type is not checked agains ascription,https://github.com/ergoplatform/sigmastate-interpreter/issues/915,500,SigUSD,Scala,JavaScript,C-bug,A-frontend,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implement ContractTemplate compiler,https://github.com/ergoplatform/sigmastate-interpreter/issues/852,1000,SigUSD,Scala,JavaScript,A-frontend,Bounty - 1000 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Serialize SFunc in TypeSerializer,https://github.com/ergoplatform/sigmastate-interpreter/issues/847,500,SigUSD,Scala,JavaScript,A-consensus,P2-medium,C-feature,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,[v6.0] Accumulate ErgoTree rewriting cost when handling Deserialize operations,https://github.com/ergoplatform/sigmastate-interpreter/issues/846,200,SigUSD,Scala,JavaScript,C-bug,good first issue,A-consensus,P3-low,Bounty - 200 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Revise all error messages adopting usability pattern,https://github.com/ergoplatform/sigmastate-interpreter/issues/832,500,SigUSD,Scala,JavaScript,C-enhancement,P2-medium,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implement missing Unit support in compiler,https://github.com/ergoplatform/sigmastate-interpreter/issues/820,500,SigUSD,Scala,JavaScript,C-enhancement,good first issue,A-frontend,P2-medium,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implement conversion from Long-encoded nBits representation to BigInt and back,https://github.com/ergoplatform/sigmastate-interpreter/issues/675,200,SigUSD,Scala,JavaScript,soft-fork,A-consensus,P2-medium,C-feature,Bounty - 200 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Support n-ary functions in ErgoScript (front-end only),https://github.com/ergoplatform/sigmastate-interpreter/issues/616,500,SigUSD,Scala,JavaScript,help wanted,A-frontend,P3-low,C-feature,Bounty - 500 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Declared variable is missing in the environment (BigInt type),https://github.com/ergoplatform/sigmastate-interpreter/issues/574,200,SigUSD,Scala,JavaScript,C-bug,help wanted,A-frontend,P2-medium,Bounty - 200 SigUSD
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implement Some and None as global methods,https://github.com/ergoplatform/sigmastate-interpreter/issues/462,300,ERG,Scala,JavaScript,soft-fork,Bounty - 300 ERG
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Implementation of Box.getReg,https://github.com/ergoplatform/sigmastate-interpreter/issues/416,200,ERG,Scala,JavaScript,soft-fork,A-consensus,P3-low,C-feature,Bounty - 200 ERG
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Revise and optimize hashCode for Digest32 and other hashes,https://github.com/ergoplatform/sigmastate-interpreter/issues/197,200,SigUSD,Scala,JavaScript,C-enhancement,help wanted,good first issue,P2-medium,A-performance,Bounty - 200 SigUSD
2025-03-13 13:01:35,ergoplatform,sigma-rust,UnsignedBigInt implementation,https://github.com/ergoplatform/sigma-rust/issues/792,500,ERG,Rust,Swift,bounty,6.0,Bounty - 500 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,New collection methods,https://github.com/ergoplatform/sigma-rust/issues/788,200,ERG,Rust,Swift,bounty,6.0,Bounty - 200 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Lazy default for Option.getOrElse and Coll.getOrElse,https://github.com/ergoplatform/sigma-rust/issues/787,100,ERG,Rust,Swift,bounty,6.0,Bounty - 100 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Add GetVar(inputIndex  varId) + fix Context.getVar,https://github.com/ergoplatform/sigma-rust/issues/785,100,ERG,Rust,Swift,bounty,6.0,Bounty - 100 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,New Numeric Methods,https://github.com/ergoplatform/sigma-rust/issues/784,200,ERG,Rust,Swift,bounty,6.0,Bounty - 200 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,(De)Serialize SFunc ,https://github.com/ergoplatform/sigma-rust/issues/783,100,ERG,Rust,Swift,bounty,6.0,Bounty - 100 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Add Python bindings,https://github.com/ergoplatform/sigma-rust/issues/780,750,SigUSD,Rust,Swift,bounty,Bounty - 750 SigUSD
2025-03-13 13:01:35,ergoplatform,sigma-rust,SOption[T] serialization support,https://github.com/ergoplatform/sigma-rust/issues/775,100,ERG,Rust,Swift,bounty,6.0,Bounty - 100 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Add Header.checkPow method,https://github.com/ergoplatform/sigma-rust/issues/767,200,ERG,Rust,Swift,bounty,6.0,Bounty - 200 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Autolykos 2 validation for custom messages,https://github.com/ergoplatform/sigma-rust/issues/766,200,ERG,Rust,Swift,bounty,6.0,Bounty - 200 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Add encodeNBits and decodeNBits methods,https://github.com/ergoplatform/sigma-rust/issues/765,200,ERG,Rust,Swift,bounty,6.0,Bounty - 200 ERG
2025-03-13 13:01:35,ergoplatform,sigma-rust,Improve README ,https://github.com/ergoplatform/sigma-rust/issues/759,500,SigUSD,Rust,Swift,good first issue,bounty,bounty - 500 SigUSD,Bounty - 50 SigUSD
2025-03-13 13:01:35,ergoplatform,sigma-rust,Criterion Benchmarks ,https://github.com/ergoplatform/sigma-rust/issues/739,200,SigUSD,Rust,Swift,good first issue,bounty,Bounty - 200 SigUSD
2025-03-13 13:01:35,ergoplatform,sigma-rust,State of `ergo-lib-wasm`,https://github.com/ergoplatform/sigma-rust/issues/663,Not specified,Not specified,Rust,Swift
2025-03-13 13:01:37,ergoplatform,ergo,Add input extension to blockchain/transaction/byId JSON output,https://github.com/ergoplatform/ergo/issues/2200,50,ERG,Scala,TeX,B-50 Erg
2025-03-13 13:01:37,ergoplatform,ergo,Put mining fee inputs into multiple transactions when too many of them,https://github.com/ergoplatform/ergo/issues/2185,1,g GOLD,Scala,TeX,Bounty - 1 gram of gold
2025-03-13 13:01:37,ergoplatform,ergo,Inv - RequestModifier Test in ErgoNodeViewSynchronizerSpecification,https://github.com/ergoplatform/ergo/issues/2184,1,g GOLD,Scala,TeX,Bounty - 1 gram of gold
2025-03-13 13:01:37,ergoplatform,ergo,Add new functionalities to improve mempool tracking efficiency,https://github.com/ergoplatform/ergo/issues/2174,1,g GOLD,Scala,TeX,C-feature,Bounty - 1 gram of gold
2025-03-13 13:01:37,ergoplatform,ergo,Update mempool asynchronously when processing a new block,https://github.com/ergoplatform/ergo/issues/2157,200,SigUSD,Scala,TeX,B-200 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,ErgoTransactionSpec is unstable,https://github.com/ergoplatform/ergo/issues/2095,100,SigUSD,Scala,TeX,B-100 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Label transactions with inputs not using blockchain context  simplify their revalidation in mempool,https://github.com/ergoplatform/ergo/issues/2092,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Implement UTXO set scan,https://github.com/ergoplatform/ergo/issues/2034,1000,SigUSD,Scala,TeX,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,OrderedTxPool inconsistency ,https://github.com/ergoplatform/ergo/issues/1952,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Consider headers and full-blocks a peer has when requesting them ,https://github.com/ergoplatform/ergo/issues/1915,1000,SigUSD,Scala,TeX,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Log API queries (@DEBUG level),https://github.com/ergoplatform/ergo/issues/1909,200,SigUSD,Scala,TeX,B-200 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,/wallet/payment/send is trying to spend custom scan boxes,https://github.com/ergoplatform/ergo/issues/1905,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Timeout on /wallet/payment/send ,https://github.com/ergoplatform/ergo/issues/1885,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Fee estimation APIs getExpectedWaitTime/getRecommendedFee return invalid values,https://github.com/ergoplatform/ergo/issues/1884,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Consider slicing by height in /boxes/unspent,https://github.com/ergoplatform/ergo/issues/1870,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Rest endpoints `/utils/*` accept GET parameters with oversized ErgoTree/Address,https://github.com/ergoplatform/ergo/issues/1868,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Wrapping unconfirmed transactions,https://github.com/ergoplatform/ergo/issues/1753,1000,SigUSD,Scala,TeX,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Do not wallet-rescan blockchain from height 0 after wallet initialization,https://github.com/ergoplatform/ergo/issues/1722,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Change scan id type to long,https://github.com/ergoplatform/ergo/issues/1668,1000,SigUSD,Scala,TeX,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Set Loglevel via ergo.conf,https://github.com/ergoplatform/ergo/issues/1633,200,SigUSD,Scala,TeX,B-200 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,An issue with restoring state after keepVersions = 0,https://github.com/ergoplatform/ergo/issues/1631,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Make a test that the UTXO set tree is not modified as a result of proofsForTransactions call,https://github.com/ergoplatform/ergo/issues/1614,200,SigUSD,Scala,TeX,B-200 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Optimize VersionedLDBAVLStorage methods,https://github.com/ergoplatform/ergo/issues/1598,500,SigUSD,Scala,TeX,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Make ErgoNodeViewHolder and its callers responsive,https://github.com/ergoplatform/ergo/issues/1588,1000,SigUSD,Scala,TeX,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Extract logic from CleanupWorker actor and test it ,https://github.com/ergoplatform/ergo/issues/1556,500,SigUSD,Scala,TeX,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Transactions returned from memory pool are Stream collection,https://github.com/ergoplatform/ergo/issues/1551,500,SigUSD,Scala,TeX,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Implement getSnapshotsInfo and snapshotsInfo network messages,https://github.com/ergoplatform/ergo/issues/1517,500,SigUSD,Scala,TeX,C-feature,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Check spending of tokens created in offchain transaction ,https://github.com/ergoplatform/ergo/issues/1448,500,SigUSD,Scala,TeX,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Non-atomic update of HistoryStorage,https://github.com/ergoplatform/ergo/issues/1443,500,SigUSD,Scala,TeX,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Sign a custom message [Feature request],https://github.com/ergoplatform/ergo/issues/1392,1000,SigUSD,Scala,TeX,C-feature,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Add proof that interlink vector corresponds to its header,https://github.com/ergoplatform/ergo/issues/1384,1000,SigUSD,Scala,TeX,help wanted,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,NiPoPoW powered bootstrapping ,https://github.com/ergoplatform/ergo/issues/1365,5000,SigUSD,Scala,TeX,A-performance,bounty,B-5000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Inrementally rebuild block candidate for the same height,https://github.com/ergoplatform/ergo/issues/1363,1000,SigUSD,Scala,TeX,A-performance,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Unsupported HTTP method: HTTP method too long,https://github.com/ergoplatform/ergo/issues/1318,100,SigUSD,Scala,TeX,help wanted,bounty,B-100 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Eliminate offchainRegistry,https://github.com/ergoplatform/ergo/issues/1228,500,SigUSD,Scala,TeX,help wanted,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Light node with pruning can't catch after long shutdown ,https://github.com/ergoplatform/ergo/issues/1159,500,SigUSD,Scala,TeX,C-bug,bounty,B-500 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Take into account dataInputs during mempool updateFamily,https://github.com/ergoplatform/ergo/issues/1156,200,ERG,Scala,TeX,B-200 Erg,bounty
2025-03-13 13:01:37,ergoplatform,ergo,Unconfirmed wallet transactions during node restart,https://github.com/ergoplatform/ergo/issues/1154,1000,SigUSD,Scala,TeX,C-feature,bounty,B-1000 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,FullBlockProcessor.isLinkable needed?,https://github.com/ergoplatform/ergo/issues/1125,200,ERG,Scala,TeX,help wanted,B-200 Erg,bounty
2025-03-13 13:01:37,ergoplatform,ergo,Make explicit representation of transactional graph in the memory pool,https://github.com/ergoplatform/ergo/issues/1051,200,ERG,Scala,TeX,B-200 Erg,P3-low,C-refactoring,bounty
2025-03-13 13:01:37,ergoplatform,ergo,Wrap primitive types in communication between API and the core,https://github.com/ergoplatform/ergo/issues/1005,100,ERG,Scala,TeX,help wanted,B-100 Erg,A-api,bounty
2025-03-13 13:01:37,ergoplatform,ergo,Check how to run the node behind Tor and write a manual on that ,https://github.com/ergoplatform/ergo/issues/970,100,ERG,Scala,TeX,help wanted,B-100 Erg,bounty
2025-03-13 13:01:37,ergoplatform,ergo,Save version of the node in the Block Extensions section,https://github.com/ergoplatform/ergo/issues/962,200,ERG,Scala,TeX,help wanted,B-200 Erg,C-feature,bounty
2025-03-13 13:01:37,ergoplatform,ergo,[API] Specify context variables in creating transaction,https://github.com/ergoplatform/ergo/issues/938,200,ERG,Scala,TeX,C-enhancement,B-200 Erg,bounty
2025-03-13 13:01:37,ergoplatform,ergo,API: /wallet/unlock  error message in response.,https://github.com/ergoplatform/ergo/issues/903,100,SigUSD,Scala,TeX,help wanted,B-100 SigUSD
2025-03-13 13:01:37,ergoplatform,ergo,Wallet API and Exchange Integration Documentation,https://github.com/ergoplatform/ergo/issues/878,200,ERG,Scala,TeX,help wanted,B-200 Erg,A-docs,bounty
