Timestamp,Owner,Repo,Title,Link,Bounty Amount,Bounty Currency,Primary Language,Secondary Language,Label1,Label2,...
2025-03-13 13:01:34,ergoplatform,sigmastate-interpreter,Make ErgoScript version of Merklized abstract syntax tree / finite state machine example tests,https://github.com/ergoplatform/sigmastate-interpreter/issues/1053,200,ERG,Scala,JavaScript,A-tests,A-frontend,Bounty - 200 ERG
2025-03-13 13:01:37,rosen-bridge,ui,Validate withdrawal address in Watcher,https://github.com/rosen-bridge/ui/issues/13,500,RSN,TypeScript,JavaScript,contribution friendly,500 RSN Bounty
2025-03-13 13:01:37,rosen-bridge,ui,Add wallet disconnect button,https://github.com/rosen-bridge/ui/issues/12,200,RSN,TypeScript,JavaScript,contribution friendly,200 RSN Bounty
2025-03-13 13:01:37,rosen-bridge,ui,Read lock addresses from address files,https://github.com/rosen-bridge/ui/issues/11,500,RSN,TypeScript,JavaScript,contribution friendly,500 RSN Bounty
2025-03-13 13:01:37,rosen-bridge,ui,Add pagination to Watcher withdrawal token select,https://github.com/rosen-bridge/ui/issues/10,500,RSN,TypeScript,JavaScript,contribution friendly,500 RSN Bounty
2025-03-13 13:01:37,rosen-bridge,ui,Link transaction ids of Watcher action responses to their appropriate block explorer,https://github.com/rosen-bridge/ui/issues/9,200,RSN,TypeScript,JavaScript,good first issue,contribution friendly,200 RSN Bounty
2025-03-13 13:01:37,rosen-bridge,ui,Remove `ignoreBuildErrors` from Next config,https://github.com/rosen-bridge/ui/issues/8,200,RSN,TypeScript,JavaScript,good first issue,contribution friendly,200 RSN Bounty
2025-03-13 13:01:38,ergoplatform,oracle-core,Remove scan dependency,https://github.com/ergoplatform/oracle-core/pull/330,500,GORT,Rust,Shell,Bounty - 500 GORT
2025-03-13 13:01:38,StabilityNexus,BenefactionPlatform-Ergo,Submit tx fails if description is to long.,https://github.com/StabilityNexus/BenefactionPlatform-Ergo/issues/18,50,BENE,Svelte,TypeScript,bug,Bounty - 50 BENE
2025-03-13 13:01:38,StabilityNexus,BenefactionPlatform-Ergo,Amount limits on project actions,https://github.com/StabilityNexus/BenefactionPlatform-Ergo/issues/5,50,BENE,Svelte,TypeScript,enhancement,ui-logic,Bounty - 50 BENE
2025-03-13 13:01:39,ChainCashLabs,chaincash,Do tests for refund,https://github.com/ChainCashLabs/chaincash/issues/6,200,GORT,Scala,JavaScript,Bounty - 200 GORT
2025-03-13 13:01:39,ChainCashLabs,chaincash,Reserve contract for custom tokens,https://github.com/ChainCashLabs/chaincash/issues/3,500,GORT,Scala,JavaScript,help wanted,Bounty-500 GORT
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Support refunds,https://github.com/ChainCashLabs/chaincash-rs/issues/58,2,g GOLD,Rust,None,Bounty-2 grams of gold
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,/acceptance/checkNote API method,https://github.com/ChainCashLabs/chaincash-rs/issues/51,1,g GOLD,Rust,None,Bounty-1 gram of gold
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Improving /healthcheck ,https://github.com/ChainCashLabs/chaincash-rs/issues/50,1,g GOLD,Rust,None,Bounty-1 gram of gold
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Improve Project CI/CD Process,https://github.com/ChainCashLabs/chaincash-rs/issues/46,500,GORT,Rust,None,Bounty-500 GORT,Bounty-50 SigUSD
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Use sigma-rust for wallet functionality,https://github.com/ChainCashLabs/chaincash-rs/issues/42,500,GORT,Rust,None,nice-to-have,Bounty-500 GORT
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Unlock nodes wallet if locked,https://github.com/ChainCashLabs/chaincash-rs/issues/31,50,GORT,Rust,None,good first issue,nice-to-have,Bounty-50 GORT
2025-03-13 13:01:39,ChainCashLabs,chaincash-rs,Add openapi schema and swagger ui,https://github.com/ChainCashLabs/chaincash-rs/issues/28,200,GORT,Rust,None,nice-to-have,Bounty-200 GORT
2025-03-13 13:01:40,input-output-hk,scrypto,Check or restore keys during sliced tree recovery ,https://github.com/input-output-hk/scrypto/issues/89,500,SigUSD,Scala,Shell,Bounty-500 SigUSD
